id,yearly_income,total_spent,spending_ratio,spending_rank
750,30165,21645.45,71.76,847
479,61173,43875.1,71.72,848
1142,79272,56772.89,71.62,849
311,29510,21132.39,71.61,850
1138,41886,29990.59,71.6,851
1623,35227,25222.78,71.6,851
839,54384,38862.27,71.46,853
1737,37686,26839.7,71.22,854
549,62304,44359.24,71.2,855
125,26535,18894.12,71.2,855
1857,97248,69228.5,71.19,857
914,46160,32828.6,71.12,858
1251,42150,29946.19,71.05,859
1488,41091,29165.28,70.98,860
755,23137,16373.37,70.77,861
1298,25603,18091.16,70.66,862
321,40177,28383.91,70.65,863
1133,46599,32909.29,70.62,864
133,62692,44267.55,70.61,865
229,59248,41813.32,70.57,866
721,38386,27071.52,70.52,867
692,42701,30114.4,70.52,867
110,52186,36716.69,70.36,869
819,37495,26356.78,70.29,870
480,86113,60387.67,70.13,871
489,36753,25704.58,69.94,872
103,34774,24275.51,69.81,873
14,32232,22466.73,69.7,874
1648,185909,129452.33,69.63,875
1670,50184,34928.27,69.6,876
1531,29594,20505.47,69.29,877
1598,26126,18093.17,69.25,878
1903,71427,49432.26,69.21,879
901,36671,25357.39,69.15,880
115,101018,69843.15,69.14,881
1493,54537,37701.85,69.13,882
483,39969,27609.36,69.08,883
1735,36583,25249.06,69.02,884
1674,26858,18492.22,68.85,885
1482,89152,61316.94,68.78,886
212,28137,19330.73,68.7,887
1299,37299,25608.38,68.66,888
520,57658,39565.28,68.62,889
1406,23718,16271.49,68.6,890
403,36496,24954.97,68.38,891
793,42593,29106.43,68.34,892
1808,35331,24098.98,68.21,893
227,82295,56116.63,68.19,894
1872,67470,46004.71,68.19,894
1693,74016,50292.93,67.95,896
964,45422,30779.23,67.76,897
1697,41002,27718.26,67.6,898
375,37617,25420.45,67.58,899
636,24372,16468.44,67.57,900
345,35499,23983.35,67.56,901
1746,77254,52143.95,67.5,902
1404,36472,24617.1,67.5,902
928,32347,21834.23,67.5,902
21,43084,28999.73,67.31,905
734,24917,16754.75,67.24,906
1184,68765,46142.94,67.1,907
748,37534,25171.7,67.06,908
870,71593,47946.4,66.97,909
727,40522,27121.03,66.93,910
688,47227,31605.05,66.92,911
732,39191,26110.39,66.62,912
1986,48430,32226.92,66.54,913
696,110570,73369.41,66.36,914
1204,69440,45906.33,66.11,915
528,40478,26748.54,66.08,916
299,28229,18634.92,66.01,917
1635,42332,27927.15,65.97,918
1946,41109,27116.77,65.96,919
496,36319,23955.09,65.96,919
517,24009,15825.38,65.91,921
120,61008,40113.44,65.75,922
1977,57185,37450.62,65.49,923
583,28954,18939.19,65.41,924
706,67589,43990.97,65.09,925
1858,26481,17223.72,65.04,926
494,56347,36580.07,64.92,927
383,34287,22241.71,64.87,928
503,29564,19116.28,64.66,929
1962,92375,59725.77,64.66,929
1455,34330,22171.73,64.58,931
1549,63355,40861.32,64.5,932
807,38487,24748.74,64.3,933
962,34262,21916.6,63.97,934
199,78329,50014.05,63.85,935
699,45475,28986.73,63.74,936
633,50179,31922.12,63.62,937
1008,45462,28920.42,63.61,938
1905,28489,18075.82,63.45,939
1618,70634,44737.81,63.34,940
1145,75080,47525.98,63.3,941
184,43529,27519.34,63.22,942
491,27013,17020.36,63.01,943
1439,29371,18495.08,62.97,944
1645,60541,38098.06,62.93,945
1317,30910,19384.94,62.71,946
1266,46063,28816.48,62.56,947
519,39508,24682.32,62.47,948
1646,29898,18628.77,62.31,949
1757,42086,26222.8,62.31,949
1512,67008,41674.83,62.19,951
723,35397,21956.71,62.03,952
55,44583,27550.19,61.8,953
32,52315,32328.3,61.8,953
662,85694,52887.61,61.72,955
1509,47087,29038.12,61.67,956
1087,30997,19113.02,61.66,957
282,25585,15739.43,61.52,958
1993,92785,57042.27,61.48,959
1799,105515,64834.04,61.45,960
794,29621,18132.78,61.22,961
222,93417,57171.06,61.2,962
50,39238,24002.48,61.17,963
416,38273,23373.79,61.07,964
885,28334,17298.8,61.05,965
287,43181,26350.45,61.02,966
1334,39627,24174.92,61.01,967
1700,38666,23566.42,60.95,968
119,56605,34490.84,60.93,969
391,35270,21448.83,60.81,970
370,41904,25432.46,60.69,971
265,45497,27589.88,60.64,972
1600,101193,61351.45,60.63,973
609,37536,22736.73,60.57,974
1352,42102,25498.69,60.56,975
1054,46077,27826.32,60.39,976
478,72807,43951.72,60.37,977
357,80156,48058.59,59.96,978
720,19800,11834.65,59.77,979
334,40407,24070.93,59.57,980
69,38318,22618.92,59.03,981
1268,29597,17452.74,58.97,982
1669,51454,30267.52,58.82,983
1123,27896,16394.78,58.77,984
797,62005,36355.18,58.63,985
1879,38179,22371.95,58.6,986
40,29243,17086.81,58.43,987
988,39832,23257.98,58.39,988
933,43290,25114.15,58.01,989
146,68710,39848.55,58,990
1564,37947,21987.97,57.94,991
601,43004,24903,57.91,992
300,75711,43747.26,57.78,993
1956,37371,21464.42,57.44,994
1261,68787,39486.11,57.4,995
240,34868,19945.29,57.2,996
931,69270,39616.38,57.19,997
1024,65573,37274.73,56.84,998
1461,48038,27289.36,56.81,999
1094,41442,23528.2,56.77,1000
219,22505,12758.11,56.69,1001
1477,46763,26495.28,56.66,1002
1254,34619,19613.26,56.65,1003
1820,38394,21673.25,56.45,1004
1086,76274,42681.38,55.96,1005
1980,46603,26046.15,55.89,1006
1621,74059,41362.06,55.85,1007
1177,64672,36064.37,55.77,1008
348,46377,25815.78,55.67,1009
1201,115465,64091.53,55.51,1010
986,48010,26630.03,55.47,1011
1009,28733,15774.98,54.9,1012
920,28704,15742.73,54.85,1013
1731,47242,25845.59,54.71,1014
515,41865,22822.93,54.52,1015
1664,69566,37687.65,54.18,1016
524,35239,19027.47,54,1017
349,43229,23244.76,53.77,1018
791,39263,21016.16,53.53,1019
1781,36050,19290.4,53.51,1020
1594,35978,19248.87,53.5,1021
1876,44587,23822.8,53.43,1022
1846,33356,17802.4,53.37,1023
1979,64647,34503.09,53.37,1023
1945,30042,15949.25,53.09,1025
758,43180,22663.55,52.49,1026
434,53395,27879.12,52.21,1027
1523,39661,20681.89,52.15,1028
1853,37165,19319.86,51.98,1029
1577,40745,21163.6,51.94,1030
473,28181,14635.01,51.93,1031
1281,26546,13766.5,51.86,1032
679,34272,17748.41,51.79,1033
278,193768,99771.99,51.49,1034
649,46408,23866.28,51.43,1035
343,47643,24479.09,51.38,1036
172,45164,23174.26,51.31,1037
1744,29433,15050.43,51.13,1038
465,41965,21443.19,51.1,1039
1503,43021,21917.73,50.95,1040
1473,41427,21063.9,50.85,1041
1394,57853,29390.39,50.8,1042
913,28476,14401.71,50.57,1043
1227,67344,33814.64,50.21,1044
132,31555,15825.95,50.15,1045
1163,67170,33618.64,50.05,1046
1213,43579,21785.74,49.99,1047
589,27035,13468.39,49.82,1048
1362,72510,35944.96,49.57,1049
726,44924,22159.16,49.33,1050
206,37583,18487.12,49.19,1051
1303,61937,30153.03,48.68,1052
220,61846,30092.15,48.66,1053
1983,141161,68618.66,48.61,1054
1259,192269,93368.8,48.56,1055
1002,38788,18818.83,48.52,1056
708,249925,120564.57,48.24,1057
1452,193773,93224.57,48.11,1058
1617,76867,36970.39,48.1,1059
759,74550,35688.52,47.87,1060
147,56383,26772.4,47.48,1061
644,41963,19914.13,47.46,1062
1826,16628,7850.22,47.21,1063
1507,44344,20888.39,47.11,1064
1192,40026,18688.13,46.69,1065
438,34034,15870.65,46.63,1066
618,27795,12961.48,46.63,1066
145,25334,11635.42,45.93,1068
201,35823,16451.14,45.92,1069
1187,47334,21670.46,45.78,1070
1881,56542,25769.85,45.58,1071
648,29854,13581.64,45.49,1072
623,77961,35122.79,45.05,1073
826,57705,25573.41,44.32,1074
1609,87659,38250.32,43.64,1075
714,73383,31440.3,42.84,1076
1517,123540,52202.34,42.26,1077
1685,74012,31233.72,42.2,1078
1508,38999,16430.27,42.13,1079
1257,48259,20186.53,41.83,1080
849,43828,18283.81,41.72,1081
1557,48295,20060.78,41.54,1082
1434,40891,16833.75,41.17,1083
1702,40470,16415.6,40.56,1084
124,34311,13529.71,39.43,1085
1428,28472,11218.04,39.4,1086
1332,71909,28232.25,39.26,1087
756,59251,23212.28,39.18,1088
322,28055,10903.6,38.87,1089
236,161276,62597.6,38.81,1090
875,41907,16239.46,38.75,1091
410,46956,18144.42,38.64,1092
697,66230,25571.99,38.61,1093
1234,62185,23933.51,38.49,1094
1899,57166,21349.91,37.35,1095
1156,280199,102859.83,36.71,1096
678,29477,10650.72,36.13,1097
803,46487,16660.98,35.84,1098
1360,38874,13747.31,35.36,1099
387,45388,15883.03,34.99,1100
1556,48277,16738.37,34.67,1101
1542,55565,17946.44,32.3,1102
169,30451,9812.19,32.22,1103
869,34220,10647.9,31.12,1104
1203,41537,12773.44,30.75,1105
313,33548,10136.16,30.21,1106
1427,100880,28789.61,28.54,1107
1486,23307,6379.23,27.37,1108
173,30399,7620.84,25.07,1109
286,38223,9097.99,23.8,1110
441,46108,10813.26,23.45,1111
1753,45476,10191.56,22.41,1112
1223,189490,40242.55,21.24,1113
1583,52844,10424.8,19.73,1114
19,34903,6025.02,17.26,1115
1153,58006,9884.19,17.04,1116
1794,75137,11864.98,15.79,1117
260,29110,4573.21,15.71,1118
1358,68930,10825.17,15.7,1119
772,46075,7232.12,15.7,1119
628,107075,16076.06,15.01,1121
427,32527,4039.8,12.42,1122
45,63781,7759.69,12.17,1123
525,37147,4293.98,11.56,1124
684,44170,4897.21,11.09,1125
643,43397,4052.49,9.34,1126
660,44041,3975.64,9.03,1127
1331,49026,4238.66,8.65,1128
57,43826,3166.71,7.23,1129
51,51303,3632.63,7.08,1130
134,50174,3337.8,6.65,1131
1089,51501,1879.44,3.65,1132
1994,78180,2664.67,3.41,1133
534,60510,1227.97,2.03,1134
780,58378,1084.17,1.86,1135
1289,42808,550.6,1.29,1136
856,114318,130.54,0.11,1137
